;ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;PERIODO;ESTU_CONSECUTIVO;ESTU_ESTUDIANTE;ESTU_PAIS_RESIDE;ESTU_TIENEETNIA;ESTU_DEPTO_RESIDE;ESTU_COD_RESIDE_DEPTO;ESTU_MCPIO_RESIDE;ESTU_COD_RESIDE_MCPIO;FAMI_ESTRATOVIVIENDA;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENESERVICIOTV;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_COMELECHEDERIVADOS;FAMI_COMECARNEPESCADOHUEVO;FAMI_COMECEREALFRUTOSLEGUMBRE;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;ESTU_HORASSEMANATRABAJA;ESTU_TIPOREMUNERACION;COLE_CODIGO_ICFES;COLE_COD_DANE_ESTABLECIMIENTO;COLE_NOMBRE_ESTABLECIMIENTO;COLE_GENERO;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_CARACTER;COLE_COD_DANE_SEDE;COLE_NOMBRE_SEDE;COLE_SEDE_PRINCIPAL;COLE_AREA_UBICACION;COLE_JORNADA;COLE_COD_MCPIO_UBICACION;COLE_MCPIO_UBICACION;COLE_COD_DEPTO_UBICACION;COLE_DEPTO_UBICACION;ESTU_PRIVADO_LIBERTAD;ESTU_COD_MCPIO_PRESENTACION;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;PUNT_LECTURA_CRITICA;PERCENTIL_LECTURA_CRITICA;DESEMP_LECTURA_CRITICA;PUNT_MATEMATICAS;PERCENTIL_MATEMATICAS;DESEMP_MATEMATICAS;PUNT_C_NATURALES;PERCENTIL_C_NATURALES;DESEMP_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PERCENTIL_SOCIALES_CIUDADANAS;DESEMP_SOCIALES_CIUDADANAS;PUNT_INGLES;PERCENTIL_INGLES;DESEMP_INGLES;PUNT_GLOBAL;PERCENTIL_ESPECIAL_GLOBAL;PERCENTIL_GLOBAL;ESTU_ESTADOINVESTIGACION
1953;TI;COLOMBIA;F;01/12/2003;20211;SB11202110032341;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;PALMIRA;76520.0;Estrato  3;1  a  2;Tres;No  sabe;Educación  profesional  incompleta;No  aplica;Trabaja  como  personal  de  limpieza,  mantenimiento,  seguridad  o  construcción;Si;Si;Si;No;Si;No;No;No;11  A  25  LIBROS;3  a  5  veces  por  semana;1  o  2  veces  por  semana;1  o  2  veces  por  semana;Peor;Entre  1  y  2  horas;Más  de  3  horas;0;No;101063;376520006443;INST  NAL  DE  TECNOLOGIA  EMPRESARIAL-INTE;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376520006443;INST  NAL  DE  TECNOLOGIA  EMPRESARIAL  INTE;S;URBANO;MAÑANA;76520;PALMIRA;76;VALLE;N;76520;PALMIRA;VALLE;76;55;26;3;52;24;3;51;27;2;47;21;2;59.0;30.0;A2;259;;24.0;PUBLICAR
9208;TI;COLOMBIA;F;27/02/0004;20211;SB11202110010556;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  5;3  a  4;Tres;No  sabe;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);No  sabe;Si;Si;Si;Si;Si;Si;No;No;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;Entre  1  y  2  horas;Entre  1  y  3  horas;0;No;22632;311769000475;ASPAEN  GIMNASIO  IRAGUA;FEMENINO;NO  OFICIAL;B;S;ACADÉMICO;311769000475;ASPAEN  GIMNASIO  IRAGUA;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;72;86;4;80;96;4;64;68;3;76;95;4;88.0;93.0;B+;371;;91.0;PUBLICAR
14023;TI;COLOMBIA;M;15/09/2003;20211;SB11202110065432;ESTUDIANTE;COLOMBIA;;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  2;3  a  4;Tres;Técnica  o  tecnológica  completa;Técnica  o  tecnológica  completa;Trabaja  como  personal  de  limpieza,  mantenimiento,  seguridad  o  construcción;Tiene  un  trabajo  de  tipo  auxiliar  administrativo  (por  ejemplo,  secretario  o  asistente);Si;Si;Si;Si;Si;No;Si;Si;11  A  25  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;No  leo  por  entretenimiento;Más  de  3  horas;Entre  11  y  20  horas;Si,  en  efectivo;165274;311001105057;POLITECNICO  MAYOR  ANDINO                                                                                                                                                        ;MIXTO;NO  OFICIAL;A;N;ACADÉMICO;311001105057;POLITECNICO  MAYOR  ANDINO                                                                                                                                                        ;S;URBANO;MAÑANA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;53;20;3;53;26;3;46;16;2;43;14;2;54.0;23.0;A1;246;;18.0;PUBLICAR
5168;TI;COLOMBIA;M;19/02/2004;20211;SB11202110005933;ESTUDIANTE;COLOMBIA;No;CALDAS;17.0;MANIZALES;17001.0;Estrato  6;5  a  6;Cinco;Educación  profesional  completa;Educación  profesional  completa;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;1  o  2  veces  por  semana;Igual;30  minutos  o  menos;Más  de  3  horas;0;No;47357;417873000587;ASPAEN  GIMNASIO  HORIZONTES;MASCULINO;NO  OFICIAL;B;N;ACADÉMICO;417873000587;COLEGIO  ASPAEN  GIMNASIO  HORIZONTES;S;RURAL;COMPLETA;17873;VILLAMARÍA;17;CALDAS;N;17001;MANIZALES;CALDAS;17;73;89;4;74;84;4;75;95;4;73;89;4;100.0;100.0;B+;379;;94.0;PUBLICAR
2012;TI;COLOMBIA;F;21/06/2005;20211;SB11202110009967;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  3;1  a  2;Uno;Técnica  o  tecnológica  incompleta;Educación  profesional  incompleta;Trabaja  por  cuenta  propia  (por  ejemplo  plomero,  electricista);Es  vendedor  o  trabaja  en  atención  al  público;Si;Si;Si;Si;Si;Si;Si;No;0  A  10  LIBROS;1  o  2  veces  por  semana;3  a  5  veces  por  semana;1  o  2  veces  por  semana;Peor;30  minutos  o  menos;Más  de  3  horas;0;No;199398;376001005596;COL  NTRA  SRA  DE  LA  ANUNCIACION;FEMENINO;NO  OFICIAL;B;N;TÉCNICO;376001005596;COL  NTRA  SRA  DE  LA  ANUNCIACION;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;68;72;4;63;52;3;59;51;3;64;64;3;58.0;29.0;A2;315;;55.0;PUBLICAR
4705;TI;COLOMBIA;M;20/10/2002;20211;SB11202110025015;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Sin  Estrato;3  a  4;Tres;Secundaria  (Bachillerato)  incompleta;Educación  profesional  completa;Pensionado;Pensionado;Si;Si;Si;Si;No;Si;Si;Si;0  A  10  LIBROS;Nunca  o  rara  vez  comemos  eso;1  o  2  veces  por  semana;Nunca  o  rara  vez  comemos  eso;Mejor;No  leo  por  entretenimiento;Más  de  3  horas;0;No;95786;376001013203;COLEGIO  PARROQUIAL  NUESTRA  SEÑORA  DE  GUADALUPE;MIXTO;NO  OFICIAL;B;N;TÉCNICO;376001013203;COLEGIO  PARROQUIAL  NUESTRA  SEÑORA  DE  GUADALUPE;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;38;4;2;39;6;2;36;4;1;32;4;1;41.0;8.0;A-;183;;3.0;PUBLICAR
14573;TI;COLOMBIA;M;22/04/2003;20211;SB11202110000267;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  5;3  a  4;Tres;Postgrado;Postgrado;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Igual;Entre  30  y  60  minutos;Entre  1  y  3  horas;0;No;25411;311848000286;GIMN  DE  LOS  CERROS                                                                                                                                                                    ;MASCULINO;NO  OFICIAL;B;N;TÉCNICO/ACADÉMICO;311848000286;GIMN  DE  LOS  CERROS                                                                                                                                                                    ;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;100;100;4;80;96;4;76;97;4;80;99;4;86.0;90.0;B+;421;;100.0;PUBLICAR
11020;TI;COLOMBIA;F;23/11/2002;20211;SB11202110006357;ESTUDIANTE;COLOMBIA;No;CAUCA;19.0;POPAYÁN;19001.0;Estrato  5;1  a  2;Uno;Postgrado;Postgrado;;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;No;Si;Si;Si;Si;26  A  100  LIBROS;3  a  5  veces  por  semana;3  a  5  veces  por  semana;3  a  5  veces  por  semana;Mejor;30  minutos  o  menos;Entre  30  y  60  minutos;Menos  de  10  horas;Si,  en  efectivo;39180;319001000329;COL  NUESTRA  SEÑORA  DE  BETHLEM;FEMENINO;NO  OFICIAL;B;N;ACADÉMICO;319001000329;COL  NUESTRA  SEÑORA  DE  BETHLEM;S;URBANO;COMPLETA;19001;POPAYÁN;19;CAUCA;N;19001;POPAYÁN;CAUCA;19;52;18;3;49;19;2;54;35;2;57;43;3;68.0;44.0;B1;271;;29.0;PUBLICAR
8588;TI;COLOMBIA;F;05/04/2004;20211;SB11202110005415;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  5;5  a  6;Uno;Secundaria  (Bachillerato)  completa;Secundaria  (Bachillerato)  completa;Es  vendedor  o  trabaja  en  atención  al  público;Es  vendedor  o  trabaja  en  atención  al  público;Si;Si;Si;Si;Si;Si;Si;Si;11  A  25  LIBROS;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;1  o  2  veces  por  semana;Igual;No  leo  por  entretenimiento;Más  de  3  horas;0;No;124032;376001029321;LIC  ANGLO  DEL  VALLE;MIXTO;NO  OFICIAL;B;;TÉCNICO;376001029321;LIC  ANGLO  DEL  VALLE;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;48;13;2;58;39;3;48;20;2;44;16;2;65.0;41.0;A2;253;;21.0;PUBLICAR
11101;TI;COLOMBIA;M;17/09/2004;20211;SB11202110007675;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  3;3  a  4;Tres;Técnica  o  tecnológica  completa;Educación  profesional  incompleta;Es  operario  de  máquinas  o  conduce  vehículos  (taxita,  chofer);Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Si;Si;Si;No;Si;Si;No;Si;11  A  25  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;No  leo  por  entretenimiento;Más  de  3  horas;0;No;17814;376001001868;LICEO    JUAN    XXIII;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001001868;LICEO    JUAN    XXIII;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;54;22;3;58;37;3;60;53;3;54;36;2;71.0;48.0;B1;288;;38.0;PUBLICAR
12522;TI;COLOMBIA;F;17/02/2004;20211;SB11202110003136;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  5;3  a  4;Tres;Secundaria  (Bachillerato)  completa;Secundaria  (Bachillerato)  completa;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Tiene  un  trabajo  de  tipo  auxiliar  administrativo  (por  ejemplo,  secretario  o  asistente);Si;Si;Si;Si;Si;Si;Si;Si;0  A  10  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;30  minutos  o  menos;Entre  30  y  60  minutos;0;No;50484;376001013181;COLEGIO  ANDINO;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001013181;COLEGIO  ANDINO;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;57;30;3;57;36;3;62;61;3;55;36;2;65.0;40.0;A2;292;;40.0;PUBLICAR
75;TI;COLOMBIA;F;21/04/2004;20211;SB11202110040641;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  6;3  a  4;Tres;Postgrado;Técnica  o  tecnológica  completa;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;No;No;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Nunca  o  rara  vez  comemos  eso;Igual;Más  de  2  horas;Más  de  3  horas;0;No;730200;376001000861;COLEGIO  DE  SAN  LUIS  GONZAGA;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001000861;COLEGIO  DE  SAN  LUIS  GONZAGA;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;71;82;4;83;100;4;62;60;3;71;86;4;86.0;89.0;B+;364;;88.0;PUBLICAR
13357;TI;COLOMBIA;M;09/03/2005;20211;SB11202110005191;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;PALMIRA;76520.0;Estrato  4;3  a  4;Dos;Educación  profesional  completa;Educación  profesional  completa;Es  operario  de  máquinas  o  conduce  vehículos  (taxita,  chofer);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Nunca  o  rara  vez  comemos  eso;Igual;No  leo  por  entretenimiento;Entre  1  y  3  horas;0;No;48371;376520004688;COL  MILIT  GENERAL  AGUSTIN  CODAZZI;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376520004688;COL  MILIT  GENERAL  AGUSTIN  CODAZZI;S;URBANO;MAÑANA;76520;PALMIRA;76;VALLE;N;76520;PALMIRA;VALLE;76;60;39;3;63;53;3;57;45;3;62;58;3;54.0;23.0;A1;300;;44.0;PUBLICAR
6042;TI;COLOMBIA;F;25/10/2003;20211;SB11202110065683;ESTUDIANTE;COLOMBIA;;BOLIVAR;13.0;CARTAGENA  DE  INDIAS;13001.0;Estrato  3;7  a  8;Cuatro;Técnica  o  tecnológica  completa;Técnica  o  tecnológica  completa;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;No;Si;Si;Si;No;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;Entre  30  y  60  minutos;Entre  1  y  3  horas;0;No;132647;313001006337;INST.  EL  LABRADOR;MIXTO;NO  OFICIAL;A;;ACADÉMICO;313001006337;INST.  EL  LABRADOR;S;URBANO;TARDE;13001;CARTAGENA  DE  INDIAS;13;BOLIVAR;N;13001;CARTAGENA  DE  INDIAS;BOLIVAR;13;56;27;3;58;39;3;45;15;2;58;44;3;50.0;16.0;A1;270;;28.0;PUBLICAR
1190;TI;COLOMBIA;F;26/08/2004;20211;SB11202110017229;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;ZARZAL;76895.0;Estrato  3;5  a  6;Cinco;Educación  profesional  completa;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;No;Si;Si;Si;No;26  A  100  LIBROS;3  a  5  veces  por  semana;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;Igual;Más  de  2  horas;Entre  1  y  3  horas;0;No;24372;376622000598;COL  GIMNASIO  NORTE  DEL  VALLE;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376622000598;COL  GIMNASIO  NORTE  DEL  VALLE;S;URBANO;MAÑANA;76622;ROLDANILLO;76;VALLE;N;76622;ROLDANILLO;VALLE;76;60;38;3;58;38;3;57;45;3;62;56;3;58.0;29.0;A2;296;;42.0;PUBLICAR
2362;CC;COLOMBIA;M;16/07/2004;20211;SB11202110021114;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  4;3  a  4;Dos;Educación  profesional  incompleta;Educación  profesional  incompleta;Trabaja  por  cuenta  propia  (por  ejemplo  plomero,  electricista);Tiene  un  trabajo  de  tipo  auxiliar  administrativo  (por  ejemplo,  secretario  o  asistente);Si;Si;Si;Si;Si;Si;No;No;11  A  25  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;Entre  30  y  60  minutos;Entre  1  y  3  horas;0;No;136754;425799000637;COLEGIO  CAMPESTRE  PRINCIPADO  DE  MONACO;MIXTO;NO  OFICIAL;A;;ACADÉMICO;425799000637;COLEGIO  CAMPESTRE  PRINCIPADO  DE  MONACO  -  SEDE  PRINCIPAL;S;URBANO;MAÑANA;25799;TENJO;25;CUNDINAMARCA;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;47;12;2;52;24;3;43;12;2;38;8;1;72.0;51.0;B1;235;;15.0;PUBLICAR
2977;CC;COLOMBIA;F;19/03/2001;20211;SB11202110003280;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  5;3  a  4;Tres;Secundaria  (Bachillerato)  completa;Educación  profesional  incompleta;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Si;Si;Si;Si;Si;Si;No;Si;0  A  10  LIBROS;3  a  5  veces  por  semana;3  a  5  veces  por  semana;1  o  2  veces  por  semana;Igual;No  leo  por  entretenimiento;Entre  30  y  60  minutos;Menos  de  10  horas;Si,  en  efectivo;179226;311001109842;COLEGIO  KNIGHTSBRIDGE  SCHOOLS  INTERNATIONAL;MIXTO;NO  OFICIAL;B;;ACADÉMICO;311001109842;COLEGIO  KNIGHTSBRIDGE  SCHOOLS  INTERNATIONAL  -  SEDE  PRINCIPAL;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;45;10;2;55;30;3;49;23;2;41;12;2;71.0;50.0;B1;247;40.0;19.0;PUBLICAR
10706;TI;COLOMBIA;M;21/10/2002;20211;SB11202110003103;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  5;5  a  6;Dos;Educación  profesional  completa;Educación  profesional  completa;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Mejor;No  leo  por  entretenimiento;Entre  30  y  60  minutos;0;No;118042;311001100985;COLEGIO  BILINGUE  RICHMOND;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;311001100985;COLEGIO  BILINGUE  RICHMOND;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;68;71;4;70;74;3;55;38;2;28;2;1;80.0;71.0;B+;286;;36.0;PUBLICAR
15128;TI;COLOMBIA;F;10/11/2004;20211;SB11202110014107;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  4;;;Técnica  o  tecnológica  incompleta;Educación  profesional  completa;;;Si;;;;Si;;;;11  A  25  LIBROS;1  o  2  veces  por  semana;Todos  o  casi  todos  los  días;1  o  2  veces  por  semana;;Entre  1  y  2  horas;Más  de  3  horas;;;70086;376001013220;COLEGIO  BAUTISTA;MIXTO;NO  OFICIAL;B;N;TÉCNICO;376001013220;COLEGIO  BAUTISTA;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;56;28;3;64;55;3;55;36;2;56;41;3;51.0;18.0;A1;286;;37.0;PUBLICAR
4402;TI;COLOMBIA;M;26/10/2003;20211;SB11202110000701;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  5;1  a  2;Tres;Postgrado;Postgrado;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;No;No;No;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Mejor;30  minutos  o  menos;Más  de  3  horas;0;No;24299;311001019568;LIC  FRANCES  LOUIS  PASTEUR;MIXTO;NO  OFICIAL;B;S;TÉCNICO/ACADÉMICO;311001019568;LIC  FRANCES  LOUIS  PASTEUR;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;75;94;4;68;69;3;62;61;3;67;73;3;84.0;83.0;B+;346;;76.0;PUBLICAR
2939;TI;COLOMBIA;F;25/11/0003;20211;SB11202110004791;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;EL  CERRITO;76248.0;Estrato  2;3  a  4;Tres;Secundaria  (Bachillerato)  completa;Postgrado;No  sabe;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;No;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;Entre  30  y  60  minutos;Más  de  3  horas;0;No;43356;476248000478;INST  TEC  CIAL  E  INDUSTRIAL  PROVIDENCIA;MIXTO;NO  OFICIAL;B;N;TÉCNICO/ACADÉMICO;476248000478;INST  TEC  COMERCIAL  E  INDUSTRIAL  PROVIDENCIA;S;RURAL;COMPLETA;76248;EL  CERRITO;76;VALLE;N;76520;PALMIRA;VALLE;76;71;83;4;59;41;3;58;47;3;58;47;3;65.0;40.0;A2;309;;50.0;PUBLICAR
5905;TI;COLOMBIA;F;18/02/2004;20211;SB11202110010972;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  3;3  a  4;Tres;Secundaria  (Bachillerato)  completa;Secundaria  (Bachillerato)  completa;Es  vendedor  o  trabaja  en  atención  al  público;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;Si;No;26  A  100  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;1  o  2  veces  por  semana;Igual;Entre  30  y  60  minutos;30  minutos  o  menos;0;No;70094;376001000900;COL  PARROQ  SAN  JUAN  BAUTISTA;MIXTO;NO  OFICIAL;B;N;TÉCNICO;376001000900;COL  PARROQ  SAN  JUAN  BAUTISTA;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;64;55;3;66;62;3;64;70;3;60;51;3;64.0;38.0;A2;318;;56.0;PUBLICAR
747;TI;COLOMBIA;F;12/07/2004;20211;SB11202110032142;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  3;1  a  2;Dos;Secundaria  (Bachillerato)  incompleta;Técnica  o  tecnológica  completa;Es  operario  de  máquinas  o  conduce  vehículos  (taxita,  chofer);Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;Si;Si;26  A  100  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;1  o  2  veces  por  semana;Mejor;Entre  30  y  60  minutos;Entre  1  y  3  horas;0;No;714634;376001033859;COLEGIO  PARROQUIAL  NUESTRA  SEÑORA  DE  LOS  ANDES;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001033859;COLEGIO  PARROQUIAL  NUESTRA  SEÑORA  DE  LOS  ANDES;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;66;65;4;63;51;3;66;76;3;67;72;3;74.0;54.0;B1;331;;65.0;PUBLICAR
4912;TI;COLOMBIA;F;06/06/2004;20211;SB11202110002975;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CARTAGO;76147.0;Estrato  3;1  a  2;Cinco;Postgrado;Postgrado;Pensionado;Pensionado;Si;Si;Si;Si;Si;Si;Si;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Peor;No  leo  por  entretenimiento;Más  de  3  horas;Entre  11  y  20  horas;Si,  en  efectivo;18242;376147000103;LA  PRESENTACIÓN;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376147000103;LA  PRESENTACIÓN;S;URBANO;MAÑANA;76147;CARTAGO;76;VALLE;N;76147;CARTAGO;VALLE;76;40;5;2;60;43;3;53;31;2;30;3;1;48.0;15.0;A1;230;;13.0;PUBLICAR
1996;TI;COLOMBIA;F;23/12/2004;20211;SB11202110010065;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  2;5  a  6;Tres;Secundaria  (Bachillerato)  completa;Técnica  o  tecnológica  incompleta;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Si;Si;Si;Si;Si;Si;Si;No;0  A  10  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;No  leo  por  entretenimiento;Más  de  3  horas;;Si,  en  efectivo;199398;376001005596;COL  NTRA  SRA  DE  LA  ANUNCIACION;FEMENINO;NO  OFICIAL;B;N;TÉCNICO;376001005596;COL  NTRA  SRA  DE  LA  ANUNCIACION;S;URBANO;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;53;22;3;60;44;3;62;62;3;51;28;2;53.0;22.0;A1;281;;34.0;PUBLICAR
